bucket,k6_reqs,k6_fail_pct,k6_p50_ms,k6_p90_ms,k6_p95_ms,k6_p99_ms,k6_max_ms,k6_rps,CPU_Consumption_by_Service_Total_mcore__compose-post,CPU_Consumption_by_Service_Total_mcore__text-service,CPU_Consumption_by_Service_Total_mcore__user-mention-service,Replicas_per_Service__compose-post,Replicas_per_Service__text-service,Replicas_per_Service__user-mention-service,Combined_CPU_Utilization_Child__Parent__text-service__compose-post,Combined_CPU_Utilization_Child__Parent__user-mention__text-service,Combined_CPU_Utilization_Child__Parent__HPA_parent_threshold_text-service,Combined_CPU_Utilization_Child__Parent__HPA_parent_threshold_user-mention,Combined_CPU_Utilization_Child__Parent__HPA_self-CPU_threshold_50,CPU_Utilization_per_Service__compose-post-service,CPU_Utilization_per_Service__text-service,CPU_Utilization_per_Service__user-mention-service,CPU_Utilization_per_Service__HPA_threshold_compose-post,Memory_Usage_per_Service_MB__compose-post,Memory_Usage_per_Service_MB__text-service,Memory_Usage_per_Service_MB__user-mention-service,Memory_Usage_Percentage_per_Service___compose-post,Memory_Usage_Percentage_per_Service___text-service,Memory_Usage_Percentage_per_Service___user-mention-service
36,2.5418295450123,0.0520111457264536,99.69344165201719,521.7129061086398,628.8290326782108,795.6591100733494,1163.7149026540494,0.2541829545012306,3.5108776743442514,1.189143578002582,1.0896289377198378,0.4522025867763026,0.0,0.0,5.919412625231391,3.3308832686209593,0.0,0.0,0.0,7.740701666052573,3.9455161459662396,2.830636843157496,0.0,2.077075650515104,0.356338365091661,0.13543265284091902,0.30737271848433384,0.1391946738639301,0.05290338001598393
37,1.4030644117750841,0.0,139.3327991222147,521.3904263830119,609.1943050621021,786.5659122875753,850.214031400372,0.14030644117750737,3.356651383378094,1.1533073712606685,1.2011549234786476,0.4522025867763026,0.0,0.0,5.8350060532293115,3.3084611476385244,0.0,0.0,0.0,7.453579819494754,4.002392793663958,2.769591454827319,0.0,2.03604967178494,0.33651955575902753,0.14062468699885042,0.3024638605375256,0.1314529514683701,0.054931518358925936
38,2.412441044848927,0.0,163.3938887559942,484.418708141625,575.1121666537905,717.3829814467895,814.3484505914997,0.24124410448489417,3.536921666416656,1.2675062637635164,1.1395647297581073,0.4522025867763026,0.0,0.0,5.164613287090841,3.034388866238957,0.0,0.0,0.0,6.669503069328449,3.5381630491948046,2.6265203489898905,0.0,1.9906123359571244,0.34349744362136686,0.12697985726934577,0.292775448310739,0.13417868891459642,0.04960150674583825
39,3.0533714027410643,0.10436559934549106,88.48641348607593,559.148961910707,624.5876159775632,794.6708987550346,922.2072609752163,0.30533714027410624,3.7301633069405806,1.2511617690490602,1.2098223597412243,0.4522025867763026,0.0,0.0,4.834164705735842,2.4267005629363902,0.0,0.0,0.0,6.486121239431007,3.270724716782848,1.76283699032164,0.0,2.0987044789926013,0.34971240178157215,0.14351443037814296,0.29941172103182373,0.13660640694592655,0.056060324366462064
40,1.3865193462176921,0.0,112.74239031076978,373.8125853955826,448.1534651609101,677.9640477641354,805.7578155117603,0.1386519346217685,4.442006574726289,1.5000993705593126,1.238376263054488,0.4522025867763026,0.0,0.0,4.231167052831846,2.262460275787178,0.0,0.0,0.0,5.798651247087022,2.625216759041552,2.151533035790016,0.0,2.073765064962508,0.3509179761225129,0.1436814160505256,0.29456681988928907,0.13707733442285655,0.05612555314473663
41,3.216543773393092,0.0,81.34369766695528,309.9966367710763,409.60863866572134,539.477850220853,610.4152900340896,0.32165437733930863,4.638811426757897,1.6454615508947978,1.1888691213826597,0.4522025867763026,0.0,0.0,3.8210829970018163,1.873854457340732,0.0,0.0,0.0,5.2812204070901885,2.6668459187098823,1.3927310711984204,0.0,1.9477475652467593,0.3571420967177794,0.14833875658852583,0.26440476352981734,0.13950863153038262,0.05794482679239303
42,0.3038218101251095,0.0,86.91562157018178,291.9090008593326,312.5111296273143,388.56811889276895,456.1122464007607,0.030382181012511084,4.943422129842428,1.7094855148992996,1.3542367844414662,0.4522025867763026,0.0,0.0,3.4659002991926933,1.4127541326387643,0.0,0.0,0.0,4.991597135761464,1.7584511125256221,1.4120404494973098,0.0,1.9224499982450984,0.35300561571728506,0.14681486489721546,0.26103322058675676,0.13789281863956454,0.05734955660047487
43,3.020337050303466,0.0,0.17559495187350202,155.30374691238174,201.87372354530393,273.46250261948626,442.16541200662056,0.3020337050303477,5.185440332094968,1.9147992034442705,1.3570856357896464,0.4522025867763026,0.0,0.0,3.098017277674928,1.075438227281201,0.0,0.0,0.0,4.709686684505019,1.434453444843868,1.041634308571623,0.0,1.8370287067396072,0.34426771183464033,0.14947341039475542,0.24484994939308785,0.13447957493540638,0.058388050935451484
44,0.42290206176626194,0.0,0.13617081397579586,4.60816705290656,10.009753111829298,28.423756631194433,48.81173212507457,0.042290206176625544,5.578704557410513,1.9767290875730454,1.4168464197089288,0.4522025867763026,0.0,0.0,2.8977608337734715,1.0309844094132277,0.0,0.0,0.0,4.514715735580456,1.4175728953445146,0.9385829959468072,0.0,1.830181793808314,0.32958859174441707,0.13058139665298005,0.2405186816308572,0.12874554365016286,0.051008358067570404
45,0.3499084129252995,0.0,0.12303436630888233,3.1428031278267317,8.253973270489151,16.577325075283714,37.64208302201886,0.03499084129252874,5.38592667154769,2.061440406264495,1.328727237079456,0.4522025867763026,0.0,0.0,2.8072169938217724,0.8474371945520555,0.0,0.0,0.0,4.318915015407454,1.1355323755484892,0.8486056312753485,0.0,1.6781407997630895,0.3308377724354447,0.14549189690427314,0.2039367066965525,0.12923350485759558,0.05683277222823175
